Wavelength	Intensity
8.871260997067E+2	5.690000000000E+2
8.871847507331E+2	5.610000000000E+2
8.872434017595E+2	5.500000000000E+2
8.873020527859E+2	6.100000000000E+2
8.873607038123E+2	6.000000000000E+2
8.874193548387E+2	5.970000000000E+2
8.874780058651E+2	6.370000000000E+2
8.875366568915E+2	6.720000000000E+2
8.875953079179E+2	6.400000000000E+2
8.876539589443E+2	6.670000000000E+2
8.877126099707E+2	6.930000000000E+2
8.877712609971E+2	6.860000000000E+2
8.878299120235E+2	7.220000000000E+2
8.878885630499E+2	7.680000000000E+2
8.879472140762E+2	7.470000000000E+2
8.880058651026E+2	7.940000000000E+2
8.880645161290E+2	8.180000000000E+2
8.881231671554E+2	8.190000000000E+2
8.881818181818E+2	8.450000000000E+2
8.882404692082E+2	8.430000000000E+2
8.882991202346E+2	8.640000000000E+2
8.883577712610E+2	9.080000000000E+2
8.884164222874E+2	9.220000000000E+2
8.884750733138E+2	9.360000000000E+2
8.885337243402E+2	9.690000000000E+2
8.885923753666E+2	9.680000000000E+2
8.886510263930E+2	1.006000000000E+3
8.887096774194E+2	1.031000000000E+3
8.887683284457E+2	1.072000000000E+3
8.888269794721E+2	1.067000000000E+3
8.888856304985E+2	1.107000000000E+3
8.889442815249E+2	1.145000000000E+3
8.890029325513E+2	1.167000000000E+3
8.890615835777E+2	1.188000000000E+3
8.891202346041E+2	1.264000000000E+3
8.891788856305E+2	1.268000000000E+3
8.892375366569E+2	1.293000000000E+3
8.892961876833E+2	1.327000000000E+3
8.893548387097E+2	1.376000000000E+3
8.894134897361E+2	1.380000000000E+3
8.894721407625E+2	1.420000000000E+3
8.895307917889E+2	1.481000000000E+3
8.895894428152E+2	1.525000000000E+3
8.896480938416E+2	1.532000000000E+3
8.897067448680E+2	1.594000000000E+3
8.897653958944E+2	1.602000000000E+3
8.898240469208E+2	1.661000000000E+3
8.898826979472E+2	1.699000000000E+3
8.899413489736E+2	1.736000000000E+3
8.900000000000E+2	1.802000000000E+3
8.900586510264E+2	1.827000000000E+3
8.901173020528E+2	1.873000000000E+3
8.901759530792E+2	1.939000000000E+3
8.902346041056E+2	1.988000000000E+3
8.902932551320E+2	1.991000000000E+3
8.903519061584E+2	2.087000000000E+3
8.904105571848E+2	2.139000000000E+3
8.904692082111E+2	2.151000000000E+3
8.905278592375E+2	2.209000000000E+3
8.905865102639E+2	2.292000000000E+3
8.906451612903E+2	2.302000000000E+3
8.907038123167E+2	2.417000000000E+3
8.907624633431E+2	2.444000000000E+3
8.908211143695E+2	2.515000000000E+3
8.908797653959E+2	2.553000000000E+3
8.909384164223E+2	2.640000000000E+3
8.909970674487E+2	2.635000000000E+3
8.910557184751E+2	2.724000000000E+3
8.911143695015E+2	2.774000000000E+3
8.911730205279E+2	2.832000000000E+3
8.912316715543E+2	2.897000000000E+3
8.912903225806E+2	2.996000000000E+3
8.913489736070E+2	3.022000000000E+3
8.914076246334E+2	3.118000000000E+3
